,히키,김나영,김효은,영탁,박봄,성시경,유노윤호,보이비,저스디스,박보람,젝스키스,오반,펜타곤,키드밀리,동해,New Hope Club,이찬원,장혜진,강민경,백현,황치열,강민수,이수영,Coogie,Lauv,김길중,Maroon 5,최강창민,존박,나플라,매드클라운,정효빈,Coldplay,곽진언,백지영,앤씨아,검정치마,자이언티,전소미,비투비,EXO,윤미래,하동균,이병재,Lukas Graham,세정,Juice WRLD,모트,장범준,양요섭,PRODUCE X 101,브라더수,이승철,오왠,사이먼 도미닉,The Chainsmokers,치타,민현,Sia,에픽하이,EK,비와이,버스커 버스커,펀치넬로,AOA,Josh Gad,Sondia,Sondia,신화,CHEEZE,김현성,이석훈,양다일,Jvcki Wai,규현,세븐틴,Zedd,육성재,제니,이수현,윤종신,Charli XCX,송하예,Young B,웬디,시우민,박보검,신승훈,Conan Gray,Mena Massoud,P.O,에피톤 프로젝트,(여자)아이들,찬열,브라운 아이드 걸스,혁오,헨리,핑클,길구봉구,린,유산슬,빈첸,SUGA,X1,윤민수,코드 쿤스트,반하나,Liam Payne,로이킴,이해리,우디,강현준,크러쉬,로시,하은,수란,FTISLAND,윤하,로꼬,빅스,몬스타엑스,Sam Smith,기리보이,최진호,최진호,다비치,Idina Menzel,이수,키,민서,효린,Danna Paola,여자친구,Zara Larsson,CHANGMO,러블리즈,서동현,보이프렌드,전상근,Adam Levine,헤이즈,은지원,이하이,김범수,Khalid,GRAY,Osshun Gum,The Weeknd,남우현,John Legend,최자,약속,개코,염따,딥플로우,Kid Milli,CL,윤건,닐로,WINNER,우주소녀,그리즐리,박효신,Etham,pH-1,나얼,빅뱅,포맨,nafla,이문세,임한별,태용,벤,뉴이스트 W,지구인,BLACKPINK,펀치,이용신,김재환,ITZY,산다라박,박다혜,이예준,Jonas Brothers,양희은,샘김,엠씨더맥스,Wanna One,장민호,EXID,문성욱,문성욱,타이거JK,SG워너비,GroovyRoom,펭수,V,윤지성,Social House,임영웅,10cm,김호중,김동률,천단비,박성연,DPR LIVE,정준일,케이시,Jonathan Groff,AB6IX,스텔라장,NCT 127,NO:EL,박원,노을,스웨덴세탁소,박지훈,Charlie Puth,거미,피아노맨,Arizona Zervas,이민혁,AURORA,릴러말즈,송민재,이창섭,로코베리,지코,임창정,빈지노,Naomi Scott,먼데이 키즈,Mariah Carey,Will Smith,KCM,ASH ISLAND,5 Seconds of Summer,샤이니,수퍼비,DAY6,UMI,산들,코드쿤스트,유승우,짱유,JINU,창모,창모,IZ*ONE,백아연,볼빨간사춘기,김필,신예영,HYNN,아스트로,Kristen Bell,팔로알토,WH3N,영비,적재,이진혁,EXO-CBX,휘인,Shawn Mendes,정은지,마크툽,iKON,Selena Gomez,문문,그루비룸,숀,멜로망스,개리,스윙스,크레파스,스탠딩 에그,가호,에일리,가비엔제이,첸,소유,Aurora,홍진영,에이트,god,Ariana Grande,이우,GOT7,황인욱,레드벨벳,박재범,케이윌,에릭남,정동원,백예린,이소라,SF9,Dan + Shay,갓츄,권영훈,하현우,이영지,엔플라잉,Mike Perry,Halsey,UNEDUCATED KID,Sik-K,에이프릴 세컨드,방탄소년단,방탄소년단,모모랜드,NCT DREAM,Woodie Gochild,Imagine Dragons,한요한,Martin Garrix,Straight No Chaser,도영,폴킴,DEAN,오마이걸,조정석,태연,스무살,Steve Aoki,서은광,진민호,MINO,씨야,Dua Lipa,Farruko,에이핑크,하진,이대휘,솔라,서인국,배연서,Anne-Marie,권진아,Taylor Swift,Camila Cabello,Troye Sivan,임재현,정승환,비지,박경,어쿠스틱 콜라보,용준형,디오,지아,슈퍼주니어,김수찬,Billie Eilish,정세운,Hash Swan,D.Ark,세훈,Tones And I,에이프릴,Ed Sheeran,악동뮤지션,Disclosure,여은,Sabrina Carpenter,Adele,플라이 투 더 스카이,박우진,Harry Styles,윤딴딴,수호,조이,Marshmello,Michael Buble,슬기,슬기,승리,양승호,태민,SUPERBEE,FANXY CHILD,김민규,휘성,김지수,선미,Alan Walker,정인,권순일,Christopher,비,바닐라 어쿠스틱,예리,장덕철,박진영,뉴이스트,먼데이키즈,허각,맴맴,V.O.S,Alessia Cara,Evan Rachel Wood,바이브,박재정,프리스타일,윤비,다이나믹 듀오,Carla Bruni,Justin Bieber,Queen,인피니트,송민호,Post Malone,VICTON,청하,Kiana Lede,OLNL,현아,차붐,블랙넛,화사,카더가든,Ruel,백호,김민석,임현식,보아,하이라이트,아이유,마마무,이동은,HIGH4,MC몽,루피,TWICE,브라운 아이드 소울,정기고,Jeremy Zucker,잔나비,Pink Sweat$,Pink Sweat$,새벽 한 시,김동준,Doja Cat,한동근,넬,문별,박혜나,어반 자카파,요셉,최엘비,StevieWonder,AndraDay,오담률,옹성우,SwaeLee,마미손,투모로우바이투게더,강다니엘,에이치코드,김하온,소녀시대,우원재,송이한,공기남,애즈원,하성운,보라미유,빈센트블루,송가인
2019-02-24,21.0,14.0,18.0,0.0,10.0,42.0,35.0,27.0,9.0,38.0,28.0,34.0,10.0,29.0,42.0,23.0,0.0,13.0,100.0,70.0,34.0,100.0,18.0,0.0,37.0,0.0,77.0,6.0,64.0,9.0,3.0,0.0,47.0,34.0,52.0,35.0,53.0,0.0,28.0,53.0,32.0,6.0,18.0,9.0,0.0,52.0,0.0,51.0,3.0,100.0,0.0,53.0,60.0,13.0,17.0,27.0,58.0,50.0,45.0,4.0,40.0,40.0,11.0,0.0,19.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-03,52.0,13.0,18.0,0.0,10.0,30.0,10.0,42.0,36.0,32.0,14.0,5.0,8.0,19.0,41.0,0.0,1.0,10.0,80.0,40.0,6.0,20.0,12.0,31.0,32.0,0.0,51.0,12.0,21.0,6.0,12.0,0.0,54.0,0.0,46.0,0.0,18.0,9.0,24.0,43.0,38.0,11.0,9.0,9.0,36.0,57.0,2.0,34.0,9.0,51.0,0.0,0.0,72.0,13.0,17.0,0.0,26.0,20.0,34.0,27.0,33.0,25.0,57.0,0.0,18.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-10,0.0,10.0,9.0,0.0,76.0,35.0,33.0,27.0,17.0,18.0,20.0,14.0,4.0,16.0,36.0,22.0,0.0,6.0,28.0,58.0,19.0,19.0,21.0,0.0,10.0,0.0,58.0,18.0,73.0,6.0,3.0,0.0,26.0,50.0,56.0,0.0,28.0,13.0,25.0,22.0,38.0,8.0,9.0,23.0,35.0,100.0,4.0,19.0,22.0,32.0,4.0,0.0,50.0,13.0,33.0,25.0,68.0,19.0,37.0,100.0,35.0,22.0,11.0,0.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-17,60.0,7.0,9.0,1.0,41.0,58.0,24.0,27.0,26.0,49.0,7.0,19.0,18.0,16.0,36.0,22.0,0.0,13.0,76.0,58.0,8.0,29.0,12.0,0.0,31.0,0.0,49.0,0.0,42.0,9.0,7.0,0.0,13.0,0.0,46.0,0.0,11.0,22.0,18.0,35.0,35.0,14.0,8.0,11.0,0.0,46.0,5.0,42.0,65.0,16.0,11.0,0.0,39.0,13.0,16.0,26.0,44.0,38.0,15.0,52.0,42.0,12.0,100.0,8.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-24,60.0,24.0,17.0,0.0,31.0,58.0,14.0,53.0,9.0,48.0,13.0,14.0,20.0,16.0,45.0,22.0,0.0,6.0,45.0,32.0,8.0,58.0,44.0,30.0,10.0,51.0,49.0,6.0,62.0,9.0,11.0,0.0,26.0,33.0,49.0,33.0,23.0,13.0,32.0,29.0,35.0,39.0,8.0,17.0,0.0,63.0,3.0,38.0,100.0,32.0,5.0,0.0,46.0,19.0,33.0,26.0,12.0,29.0,62.0,48.0,32.0,32.0,55.0,8.0,46.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,41.0,7.0,31.0,0.0,21.0,70.0,10.0,27.0,35.0,31.0,7.0,24.0,20.0,28.0,48.0,22.0,0.0,7.0,28.0,45.0,14.0,59.0,12.0,30.0,26.0,77.0,33.0,6.0,42.0,5.0,4.0,0.0,20.0,33.0,37.0,0.0,6.0,23.0,9.0,23.0,37.0,39.0,9.0,6.0,0.0,40.0,3.0,29.0,62.0,41.0,7.0,0.0,35.0,0.0,17.0,27.0,50.0,20.0,26.0,37.0,22.0,23.0,11.0,0.0,20.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-07,60.0,7.0,9.0,1.0,32.0,58.0,19.0,0.0,9.0,24.0,26.0,5.0,16.0,44.0,40.0,0.0,0.0,6.0,37.0,42.0,22.0,67.0,21.0,0.0,36.0,63.0,25.0,6.0,41.0,13.0,4.0,0.0,65.0,33.0,43.0,0.0,6.0,4.0,14.0,51.0,29.0,8.0,8.0,11.0,0.0,62.0,2.0,33.0,29.0,48.0,0.0,0.0,58.0,13.0,16.0,51.0,37.0,38.0,25.0,15.0,18.0,22.0,11.0,0.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-14,40.0,8.0,26.0,0.0,13.0,69.0,19.0,26.0,9.0,30.0,13.0,32.0,20.0,37.0,34.0,0.0,0.0,9.0,34.0,35.0,19.0,48.0,6.0,30.0,25.0,100.0,49.0,6.0,61.0,9.0,14.0,35.0,32.0,49.0,30.0,33.0,28.0,9.0,7.0,38.0,32.0,19.0,8.0,28.0,35.0,48.0,2.0,51.0,30.0,48.0,0.0,0.0,42.0,38.0,0.0,51.0,61.0,66.0,36.0,11.0,21.0,26.0,11.0,0.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-21,30.0,15.0,9.0,2.0,9.0,29.0,24.0,27.0,9.0,36.0,7.0,5.0,14.0,13.0,36.0,43.0,0.0,6.0,36.0,52.0,11.0,38.0,15.0,0.0,25.0,13.0,41.0,6.0,82.0,6.0,3.0,0.0,90.0,33.0,47.0,33.0,17.0,9.0,14.0,29.0,20.0,11.0,0.0,14.0,35.0,48.0,2.0,52.0,30.0,16.0,7.0,0.0,70.0,26.0,25.0,25.0,75.0,76.0,65.0,11.0,35.0,24.0,0.0,0.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-28,30.0,6.0,9.0,0.0,4.0,24.0,59.0,27.0,18.0,25.0,7.0,19.0,10.0,19.0,37.0,44.0,0.0,13.0,33.0,30.0,23.0,20.0,0.0,31.0,21.0,90.0,67.0,31.0,21.0,5.0,0.0,0.0,20.0,34.0,51.0,34.0,12.0,9.0,15.0,29.0,25.0,6.0,9.0,6.0,0.0,28.0,2.0,41.0,38.0,41.0,20.0,0.0,40.0,0.0,17.0,52.0,63.0,78.0,44.0,19.0,14.0,29.0,23.0,0.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05,51.0,12.0,31.0,0.0,13.0,72.0,35.0,0.0,27.0,19.0,20.0,0.0,6.0,23.0,43.0,45.0,0.0,7.0,52.0,76.0,11.0,40.0,21.0,31.0,21.0,26.0,25.0,0.0,64.0,9.0,9.0,37.0,46.0,51.0,29.0,34.0,6.0,18.0,15.0,33.0,17.0,8.0,39.0,9.0,36.0,42.0,0.0,53.0,16.0,25.0,43.0,0.0,56.0,13.0,0.0,26.0,38.0,69.0,37.0,0.0,29.0,21.0,23.0,8.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-12,0.0,15.0,8.0,0.0,10.0,33.0,14.0,26.0,17.0,35.0,26.0,4.0,10.0,18.0,34.0,0.0,0.0,12.0,85.0,74.0,8.0,28.0,14.0,0.0,10.0,49.0,32.0,29.0,100.0,7.0,14.0,69.0,100.0,32.0,39.0,0.0,16.0,4.0,12.0,25.0,25.0,13.0,57.0,5.0,0.0,48.0,2.0,55.0,24.0,0.0,43.0,0.0,41.0,12.0,32.0,25.0,36.0,74.0,49.0,11.0,34.0,22.0,11.0,0.0,15.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-19,58.0,13.0,0.0,0.0,10.0,45.0,9.0,26.0,25.0,0.0,6.0,18.0,6.0,15.0,45.0,21.0,0.0,31.0,100.0,47.0,14.0,19.0,9.0,44.0,30.0,25.0,24.0,6.0,71.0,13.0,11.0,35.0,38.0,0.0,26.0,0.0,11.0,0.0,18.0,16.0,21.0,13.0,21.0,6.0,0.0,34.0,0.0,41.0,20.0,40.0,50.0,0.0,45.0,13.0,24.0,0.0,42.0,56.0,28.0,11.0,28.0,10.0,11.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-26,67.0,6.0,13.0,0.0,7.0,28.0,18.0,0.0,49.0,0.0,6.0,18.0,13.0,21.0,42.0,0.0,0.0,49.0,36.0,49.0,19.0,75.0,11.0,0.0,44.0,0.0,16.0,0.0,98.0,4.0,5.0,0.0,37.0,48.0,40.0,32.0,0.0,13.0,10.0,37.0,21.0,18.0,16.0,11.0,0.0,39.0,3.0,56.0,14.0,39.0,49.0,0.0,44.0,12.0,0.0,37.0,71.0,54.0,42.0,7.0,30.0,10.0,0.0,0.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-02,48.0,16.0,17.0,0.0,1.0,6.0,64.0,0.0,50.0,23.0,25.0,18.0,15.0,15.0,45.0,0.0,0.0,61.0,23.0,34.0,24.0,46.0,3.0,0.0,49.0,24.0,24.0,12.0,90.0,9.0,4.0,68.0,75.0,0.0,36.0,0.0,11.0,26.0,19.0,34.0,31.0,16.0,12.0,5.0,0.0,20.0,4.0,25.0,7.0,23.0,34.0,49.0,45.0,18.0,32.0,74.0,48.0,28.0,28.0,11.0,14.0,21.0,21.0,0.0,21.0,0.0,0.0,0.0,83.0,97.0,71.0,20.0,18.0,68.0,26.0,40.0,0.0,19.0,39.0,50.0,42.0,52.0,7.0,0.0,14.0,33.0,3.0,33.0,0.0,67.0,0.0,42.0,22.0,68.0,8.0,41.0,50.0,8.0,24.0,3.0,0.0,9.0,100.0,14.0,10.0,0.0,0.0,30.0,42.0,20.0,36.0,52.0,93.0,11.0,76.0,46.0,39.0,27.0,39.0,69.0,19.0,0.0,52.0,0.0,0.0,84.0,0.0,86.0,84.0,97.0,92.0,0.0,46.0,32.0,0.0,66.0,10.0,31.0,0.0,49.0,33.0,49.0,100.0,58.0,25.0,59.0,0.0,20.0,32.0,47.0,3.0,58.0,57.0,41.0,0.0,0.0,55.0,51.0,17.0,52.0,100.0,0.0,46.0,0.0,51.0,22.0,77.0,27.0,0.0,68.0,24.0,20.0,49.0,0.0,100.0,85.0,39.0,3.0,77.0,3.0,11.0,34.0,33.0,51.0,31.0,40.0,29.0,86.0,5.0,47.0,0.0,0.0,0.0,100.0,94.0,0.0,44.0,52.0,0.0,0.0,43.0,0.0,61.0,0.0,0.0,46.0,4.0,100.0,0.0,100.0,20.0,78.0,32.0,61.0,79.0,0.0,55.0,63.0,50.0,34.0,0.0,41.0,35.0,0.0,33.0,43.0,0.0,26.0,32.0,43.0,72.0,16.0,12.0,75.0,83.0,26.0,0.0,64.0,37.0,36.0,66.0,53.0,0.0,100.0,0.0,0.0,9.0,9.0,0.0,32.0,36.0,9.0,0.0,0.0,59.0,0.0,27.0,0.0,10.0,11.0,16.0,0.0,11.0,19.0,27.0,12.0,40.0,34.0,18.0,48.0,26.0,10.0,8.0,67.0,65.0,0.0,13.0,29.0,0.0,1.0,66.0,35.0,85.0,19.0,69.0,47.0,14.0,68.0,12.0,29.0,14.0,18.0,68.0,0.0,11.0,41.0,17.0,77.0,0.0,48.0,44.0,37.0,32.0,100.0,100.0,100.0,92.0,0.0,100.0,100.0,65.0,14.0,0.0,56.0,20.0,56.0,0.0,93.0,30.0,84.0,49.0,13.0,48.0,41.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,22.0,22.0,47.0,42.0,34.0,0.0,46.0,11.0,38.0,11.0,30.0,47.0,39.0,41.0,5.0,0.0,32.0,100.0,53.0,20.0,6.0,59.0,51.0,0.0,0.0,70.0,0.0,15.0,28.0,32.0,58.0,1.0,0.0,66.0,92.0,100.0,7.0,39.0,48.0,87.0,100.0,64.0,59.0,59.0,55.0,50.0,47.0,0.0,0.0,54.0,6.0,42.0,37.0,78.0,72.0,91.0,19.0,64.0,0.0,54.0,20.0,14.0,37.0,65.0,48.0,0.0,0.0,0.0,0.0,33.0,56.0,24.0,0.0,53.0,35.0,43.0,69.0,60.0,14.0,20.0,100.0,33.0,0.0,0.0,27.0,41.0,25.0,2.0,37.0,17.0,49.0,18.0,34.0,88.0,84.0,49.0,31.0,24.0,91.0,3.0,58.0,73.0,22.0,0.0,33.0,100.0,93.0,93.0,90.0,4.0,16.0,25.0,44.0,14.0,35.0,16.0,31.0,28.0,0.0,0.0,66.0,25.0,0.0,11.0,24.0,9.0,95.0,39.0,64.0,11.0,0.0,100.0,9.0,53.0,42.0,0.0,0.0
